user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5efc5ed4b57d8f228d44b981	Psychology_477_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: For men in low-obesity counties, there is little more than a 2 and 7 percentage point respective difference between the obese and nonobese, and severely obese and nonobese, in the likelihood of reporting high life satisfaction. In counties with higher levels of obesity, this difference virtually disappears (less than 1.5 percent separates the nonobese and severely obese, and the difference between the nonobese and obese is less than .5 percent). In other words, there is almost no emotional cost of obesity in terms of life satisfaction for men living in high-obesity counties.""><b>Finding:</b></span> In counties with higher levels of obesity, this difference virtually disappears (less than 1.5 percent separates the nonobese and severely obese, and the difference between the nonobese and obese is less than .5 percent)."	3																								[{'start': 823, 'end': 832, 'span': 'virtually', 'annotation': 'Words indicating uncertainty'}]	[{'start': 855, 'end': 866, 'span': '1.5 percent', 'annotation': 'Words indicating certainty'}, {'start': 973, 'end': 983, 'span': '.5 percent', 'annotation': 'Words indicating certainty'}]
5efc5ed4b57d8f228d44b981	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
5efc5ed4b57d8f228d44b981	Psychology_439_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Analyzing the results, the researchers found that people with both relatively higher and lower levels of cognitive ability show approximately equal levels of intergroup bias, but towards different groups. For instance, people with low cognitive ability tended to express prejudice towards groups perceived as liberal and unconventional, such as atheists, gays, and lesbians, as well as groups of people perceived as having low choice over group membership, such as ethnic minorities. People with high cognitive ability showed the reverse pattern, according to the study's findings.""><b>Finding:</b></span> For instance, people with low cognitive ability tended to express prejudice towards groups perceived as liberal and unconventional, such as atheists, gays, and lesbians, as well as groups of people perceived as having low choice over group membership, such as ethnic minorities."	3																								[{'start': 1041, 'end': 1048, 'span': 'tended ', 'annotation': 'Words indicating uncertainty'}]	[]
5efc5ed4b57d8f228d44b981	Psychology_312_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Given that about 1 million people die by suicide every year, that's a very encouraging prospect for suicide prevention."" ""These findings show the need both for clinicians to pay particular attention to patients reporting experience of psychotic experience, and for greater funding for research into recognizing a psychosis subtype of suicide,"" he continued. ""If we are to understand suicide, we need to understand a lot more about perceptual abnormalities,"" added doctoral student and co-author Kathryn Yates of RCSI Psychiatry.""><b>Finding:</b></span> ""These findings show the need both for clinicians to pay particular attention to patients reporting experience of psychotic experience, and for greater funding for research into recognizing a psychosis subtype of suicide,"" he continued."				4																					[]	[{'start': 849, 'end': 862, 'span': 'show the need', 'annotation': 'Words indicating certainty'}]
5efc5ed4b57d8f228d44b981	Psychology_tweet_167_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our new study with @username in @username : How ‘wearing’ a tactile heart(beat) helps you stay calmer  ""><b>Finding:</b></span> Our new study with @username in @username : How ‘wearing’ a tactile heart(beat) helps you stay calmer  "				4																					[]	[{'start': 364, 'end': 371, 'span': ' helps ', 'annotation': 'Words indicating certainty'}]
5efc5ed4b57d8f228d44b981	Psychology_477_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Think about the advertising we see on television or in magazines -- we are bombarded by images of thin women, and we are told that is the ideal,"" said Pendergast, who noted that the study offers a potential explanation for the exponential increase in obesity in the United States over the past 30 years. ""Our findings demonstrate that where obesity is most prevalent, the difference in life satisfaction between the obese and non-obese is smaller for women and almost non-existent for men,"" he said. ""The same relationship is likely to exist over time and, as such, the emotional cost and advantage of obesity and non-obesity, respectively, may be decreasing as the prevalence of obesity increases.""><b>Finding:</b></span> ""Our findings demonstrate that where obesity is most prevalent, the difference in life satisfaction between the obese and non-obese is smaller for women and almost non-existent for men,"" he said."				4																					[]	[{'start': 1006, 'end': 1018, 'span': 'demonstrate ', 'annotation': 'Words indicating certainty'}]
5efc5ed4b57d8f228d44b981	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
5efc5ed4b57d8f228d44b981	Psychology_439_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Second, positive and negative correlations are consistent with a ''crossover interaction,'' where people both lower and higher in cognitive ability express intergroup bias, but toward different sets of groups. This implies that there is a similar psychological mechanism for people higher and lower in cognitive ability, such as the effects of attitude dissimilarity or in-group/ out-group distinctions on prejudice . Similar comprehensive knowledge-based tests had the strongest associations with prejudice in past research compared to other types of measures .""><b>Finding:</b></span> This implies that there is a similar psychological mechanism for people higher and lower in cognitive ability, such as the effects of attitude dissimilarity or in-group/ out-group distinctions on prejudice ."	3																								[{'start': 750, 'end': 758, 'span': 'implies ', 'annotation': 'Words indicating uncertainty'}]	[]
5efc5ed4b57d8f228d44b981	Psychology_tweet_167_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Vickhoff and colleagues 6 monitored the heart rates of singers and found that as the members sang in unison, their pulses began to speed up and slow down at the same rate. Participants in the doppel active condition displayed lower increases in skin conductance responses relative to baseline and reported lower anxiety levels compared to the control group. Therefore, the presence, as opposed to its absence, of a slow rhythm, which in the present study was instantiated as an auxiliary slow heartbeat delivered through doppel, had a significant calming effect on physiological arousal and subjective experience during a socially stressful situation.""><b>Finding:</b></span> Participants in the doppel active condition displayed lower increases in skin conductance responses relative to baseline and reported lower anxiety levels compared to the control group."				4																					[]	[{'start': 878, 'end': 887, 'span': 'displayed', 'annotation': 'Words indicating certainty'}, {'start': 989, 'end': 1018, 'span': 'compared to the control group', 'annotation': 'Words indicating certainty'}]
5efc5ed4b57d8f228d44b981	Psychology_138_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In particular, lag was observed within the midline core of the DMN, as well as in DMN connections with right lateralized prefrontal regions (in frontoparietal network) and anterior insula (in ventral attention network). Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models. These advances raise possibilities for investigating maturational lag in ADHD in the developing ICN architecture of the brain (18).""><b>Finding:</b></span> Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models."	3																								[{'start': 799, 'end': 807, 'span': 'suggests', 'annotation': 'Words indicating uncertainty'}]	[]
